Generations	Time	GTA+	GTA-
[5964]	time[5964]= 2.294896e+03	79502286	912468079
[5965]	time[5965]= 2.295327e+03	79500411	912471759
[5966]	time[5966]= 2.295759e+03	79499040	912473627
[5967]	time[5967]= 2.296191e+03	79497163	912476057
[5968]	time[5968]= 2.296624e+03	79494260	912479180
[5969]	time[5969]= 2.297055e+03	79490727	912482648
[5970]	time[5970]= 2.297487e+03	79487785	912485762
[5971]	time[5971]= 2.297918e+03	79484776	912489209
[5972]	time[5972]= 2.298351e+03	79482294	912492485
[5973]	time[5973]= 2.298783e+03	79478737	912496127
[5974]	time[5974]= 2.299215e+03	79473725	912501039
[5975]	time[5975]= 2.299647e+03	79471132	912503560
[5976]	time[5976]= 2.300079e+03	79467995	912506797
[5977]	time[5977]= 2.300511e+03	79464820	912509654
[5978]	time[5978]= 2.300943e+03	79461034	912512377
[5979]	time[5979]= 2.301375e+03	79457649	912516099
[5980]	time[5980]= 2.301808e+03	79454976	912518694
[5981]	time[5981]= 2.302240e+03	79451508	912523029
[5982]	time[5982]= 2.302671e+03	79449601	912524696
[5983]	time[5983]= 2.303103e+03	79445383	912528553
[5984]	time[5984]= 2.303535e+03	79442877	912531746
[5985]	time[5985]= 2.303966e+03	79440649	912535035
[5986]	time[5986]= 2.304397e+03	79437643	912537483
[5987]	time[5987]= 2.304829e+03	79434790	912539239
[5988]	time[5988]= 2.305262e+03	79432808	912542340
[5989]	time[5989]= 2.305694e+03	79429281	912545568
[5990]	time[5990]= 2.306126e+03	79425756	912550062
[5991]	time[5991]= 2.306558e+03	79423254	912553620
[5992]	time[5992]= 2.306991e+03	79421315	912556826
[5993]	time[5993]= 2.307423e+03	79418953	912560328
[5994]	time[5994]= 2.307855e+03	79415329	912564640
[5995]	time[5995]= 2.308287e+03	79411814	912568038
[5996]	time[5996]= 2.308719e+03	79409502	912570551
[5997]	time[5997]= 2.309151e+03	79407256	912572801
[5998]	time[5998]= 2.309584e+03	79404140	912575508
[5999]	time[5999]= 2.310015e+03	79401473	912578344
[6000]	time[6000]= 2.310448e+03	79398886	912581188
[6001]	time[6001]= 2.310879e+03	79395510	912583987
[6002]	time[6002]= 2.311312e+03	79392847	912587018
[6003]	time[6003]= 2.311743e+03	79388550	912592507
[6004]	time[6004]= 2.312176e+03	79388113	912593654
[6005]	time[6005]= 2.312609e+03	79384876	912597559
[6006]	time[6006]= 2.313041e+03	79380959	912601456
[6007]	time[6007]= 2.313473e+03	79377943	912603538
[6008]	time[6008]= 2.313905e+03	79375641	912607005
[6009]	time[6009]= 2.314337e+03	79373557	912608597
[6010]	time[6010]= 2.314770e+03	79369940	912612073
[6011]	time[6011]= 2.315201e+03	79368433	912615723
[6012]	time[6012]= 2.315635e+03	79366000	912618051
[6013]	time[6013]= 2.316067e+03	79363778	912619959
[6014]	time[6014]= 2.316499e+03	79359146	912623890
[6015]	time[6015]= 2.316932e+03	79357425	912626221
[6016]	time[6016]= 2.317365e+03	79354915	912628102
[6017]	time[6017]= 2.317797e+03	79352599	912630790
[6018]	time[6018]= 2.318230e+03	79348920	912634582
[6019]	time[6019]= 2.318662e+03	79346059	912637633
[6020]	time[6020]= 2.319094e+03	79343652	912640555
[6021]	time[6021]= 2.319526e+03	79342155	912643204
[6022]	time[6022]= 2.319959e+03	79339186	912647146
[6023]	time[6023]= 2.320392e+03	79336507	912649735
[6024]	time[6024]= 2.320824e+03	79333336	912653509
[6025]	time[6025]= 2.321257e+03	79332304	912654630
[6026]	time[6026]= 2.321689e+03	79330968	912656733
[6027]	time[6027]= 2.322122e+03	79329304	912659522
[6028]	time[6028]= 2.322555e+03	79325849	912663286
[6029]	time[6029]= 2.322987e+03	79323799	912665149
[6030]	time[6030]= 2.323420e+03	79321370	912668879
[6031]	time[6031]= 2.323852e+03	79319105	912671948
[6032]	time[6032]= 2.324286e+03	79317259	912674313
[6033]	time[6033]= 2.324718e+03	79315952	912675752
[6034]	time[6034]= 2.325151e+03	79312898	912679371
[6035]	time[6035]= 2.325584e+03	79310304	912682834
[6036]	time[6036]= 2.326017e+03	79307979	912685984
[6037]	time[6037]= 2.326449e+03	79305487	912688843
[6038]	time[6038]= 2.326882e+03	79302801	912691231
[6039]	time[6039]= 2.327315e+03	79300095	912694957
[6040]	time[6040]= 2.327748e+03	79298214	912698008
[6041]	time[6041]= 2.328181e+03	79296748	912699933
[6042]	time[6042]= 2.328613e+03	79293124	912702803
[6043]	time[6043]= 2.329046e+03	79289529	912705263
[6044]	time[6044]= 2.329479e+03	79286793	912708000
[6045]	time[6045]= 2.329913e+03	79283334	912710578
[6046]	time[6046]= 2.330346e+03	79280495	912714186
[6047]	time[6047]= 2.330778e+03	79276256	912717959
[6048]	time[6048]= 2.331211e+03	79273262	912721853
[6049]	time[6049]= 2.331644e+03	79269119	912724862
[6050]	time[6050]= 2.332077e+03	79266957	912727693
[6051]	time[6051]= 2.332511e+03	79263000	912731173
[6052]	time[6052]= 2.332944e+03	79260820	912733595
[6053]	time[6053]= 2.333378e+03	79258468	912735783
[6054]	time[6054]= 2.333811e+03	79255013	912739057
[6055]	time[6055]= 2.334243e+03	79252054	912741799
[6056]	time[6056]= 2.334676e+03	79248940	912745128
[6057]	time[6057]= 2.335108e+03	79246999	912746673
[6058]	time[6058]= 2.335542e+03	79242724	912749258
[6059]	time[6059]= 2.335974e+03	79241643	912752137
[6060]	time[6060]= 2.336407e+03	79238454	912755819
[6061]	time[6061]= 2.336840e+03	79236790	912757440
[6062]	time[6062]= 2.337273e+03	79234545	912760440
[6063]	time[6063]= 2.337706e+03	79232008	912763547
[6064]	time[6064]= 2.338139e+03	79228666	912767119
[6065]	time[6065]= 2.338572e+03	79226220	912770378
[6066]	time[6066]= 2.339005e+03	79221675	912772650
[6067]	time[6067]= 2.339438e+03	79220096	912776754
[6068]	time[6068]= 2.339872e+03	79216312	912780454
[6069]	time[6069]= 2.340305e+03	79213744	912783054
[6070]	time[6070]= 2.340739e+03	79210035	912788328
[6071]	time[6071]= 2.341172e+03	79207023	912790994
[6072]	time[6072]= 2.341605e+03	79204429	912793454
[6073]	time[6073]= 2.342038e+03	79201614	912797870
[6074]	time[6074]= 2.342471e+03	79198605	912800622
[6075]	time[6075]= 2.342904e+03	79196479	912802144
[6076]	time[6076]= 2.343337e+03	79194230	912803685
[6077]	time[6077]= 2.343771e+03	79191810	912804877
[6078]	time[6078]= 2.344204e+03	79189143	912807776
[6079]	time[6079]= 2.344637e+03	79187902	912810622
[6080]	time[6080]= 2.345070e+03	79185493	912814526
[6081]	time[6081]= 2.345504e+03	79181245	912818346
[6082]	time[6082]= 2.345937e+03	79177636	912821974
[6083]	time[6083]= 2.346370e+03	79175017	912825872
[6084]	time[6084]= 2.346804e+03	79173778	912828803
[6085]	time[6085]= 2.347238e+03	79171061	912831724
[6086]	time[6086]= 2.347671e+03	79168835	912833571
[6087]	time[6087]= 2.348104e+03	79166365	912834779
[6088]	time[6088]= 2.348537e+03	79164463	912838414
[6089]	time[6089]= 2.348970e+03	79161551	912842215
[6090]	time[6090]= 2.349403e+03	79159770	912845680
[6091]	time[6091]= 2.349837e+03	79157727	912848607
[6092]	time[6092]= 2.350271e+03	79155783	912852351
[6093]	time[6093]= 2.350705e+03	79153847	912854143
[6094]	time[6094]= 2.351138e+03	79149774	912857690
[6095]	time[6095]= 2.351571e+03	79145626	912860446
[6096]	time[6096]= 2.352005e+03	79141936	912865485
[6097]	time[6097]= 2.352438e+03	79137276	912869983
[6098]	time[6098]= 2.352871e+03	79134885	912871385
[6099]	time[6099]= 2.353306e+03	79132056	912875119
[6100]	time[6100]= 2.353740e+03	79129527	912878655
[6101]	time[6101]= 2.354174e+03	79126490	912882655
[6102]	time[6102]= 2.354608e+03	79123850	912885540
[6103]	time[6103]= 2.355042e+03	79121821	912888237
[6104]	time[6104]= 2.355476e+03	79119071	912891145
[6105]	time[6105]= 2.355910e+03	79115465	912895051
[6106]	time[6106]= 2.356345e+03	79112728	912897623
[6107]	time[6107]= 2.356779e+03	79110708	912900294
[6108]	time[6108]= 2.357212e+03	79107979	912901878
[6109]	time[6109]= 2.357646e+03	79105085	912904368
[6110]	time[6110]= 2.358080e+03	79102455	912906650
[6111]	time[6111]= 2.358514e+03	79099530	912909561
[6112]	time[6112]= 2.358947e+03	79097068	912913798
[6113]	time[6113]= 2.359381e+03	79095443	912917897
[6114]	time[6114]= 2.359817e+03	79092816	912920074
[6115]	time[6115]= 2.360251e+03	79091111	912923032
[6116]	time[6116]= 2.360685e+03	79088586	912925762
[6117]	time[6117]= 2.361119e+03	79083685	912928663
[6118]	time[6118]= 2.361553e+03	79081708	912931899
[6119]	time[6119]= 2.361987e+03	79077096	912934868
[6120]	time[6120]= 2.362422e+03	79074110	912938137
[6121]	time[6121]= 2.362856e+03	79072259	912941266
[6122]	time[6122]= 2.363290e+03	79070119	912943673
[6123]	time[6123]= 2.363724e+03	79065790	912948076
[6124]	time[6124]= 2.364158e+03	79064051	912950270
[6125]	time[6125]= 2.364592e+03	79060945	912953294
[6126]	time[6126]= 2.365026e+03	79059569	912955916
[6127]	time[6127]= 2.365460e+03	79056352	912958497
[6128]	time[6128]= 2.365894e+03	79052371	912962086
[6129]	time[6129]= 2.366328e+03	79049026	912964886
[6130]	time[6130]= 2.366761e+03	79046031	912968282
[6131]	time[6131]= 2.367195e+03	79043411	912971803
[6132]	time[6132]= 2.367630e+03	79039249	912975687
[6133]	time[6133]= 2.368065e+03	79035861	912979010
[6134]	time[6134]= 2.368498e+03	79031043	912982781
[6135]	time[6135]= 2.368932e+03	79027714	912986284
[6136]	time[6136]= 2.369366e+03	79024448	912990081
[6137]	time[6137]= 2.369800e+03	79022354	912992581
[6138]	time[6138]= 2.370234e+03	79019357	912994008
[6139]	time[6139]= 2.370668e+03	79016389	912997196
[6140]	time[6140]= 2.371102e+03	79013331	912999645
[6141]	time[6141]= 2.371537e+03	79011695	913002929
[6142]	time[6142]= 2.371970e+03	79010224	913006224
[6143]	time[6143]= 2.372404e+03	79007214	913009140
[6144]	time[6144]= 2.372839e+03	79004683	913010770
[6145]	time[6145]= 2.373273e+03	79002530	913014656
[6146]	time[6146]= 2.373708e+03	78999642	913017387
[6147]	time[6147]= 2.374143e+03	78997798	913020460
[6148]	time[6148]= 2.374577e+03	78995107	913022880
[6149]	time[6149]= 2.375012e+03	78992129	913026477
[6150]	time[6150]= 2.375445e+03	78988018	913031917
[6151]	time[6151]= 2.375880e+03	78985584	913034803
[6152]	time[6152]= 2.376315e+03	78982518	913037650
[6153]	time[6153]= 2.376749e+03	78979277	913040901
[6154]	time[6154]= 2.377184e+03	78978370	913043248
[6155]	time[6155]= 2.377619e+03	78974878	913046705
[6156]	time[6156]= 2.378054e+03	78972583	913048839
[6157]	time[6157]= 2.378488e+03	78971738	913050697
[6158]	time[6158]= 2.378922e+03	78969314	913054860
[6159]	time[6159]= 2.379356e+03	78965137	913058714
[6160]	time[6160]= 2.379792e+03	78962334	913061795
[6161]	time[6161]= 2.380227e+03	78959512	913065606
[6162]	time[6162]= 2.380661e+03	78956286	913068810
[6163]	time[6163]= 2.381096e+03	78954019	913071307
[6164]	time[6164]= 2.381530e+03	78951743	913074211
[6165]	time[6165]= 2.381965e+03	78950029	913075831
[6166]	time[6166]= 2.382400e+03	78947137	913078697
[6167]	time[6167]= 2.382834e+03	78943211	913082336
[6168]	time[6168]= 2.383269e+03	78941198	913085732
[6169]	time[6169]= 2.383704e+03	78938836	913088288
[6170]	time[6170]= 2.384139e+03	78936266	913092098
[6171]	time[6171]= 2.384573e+03	78934703	913093780
[6172]	time[6172]= 2.385008e+03	78933364	913096449
[6173]	time[6173]= 2.385443e+03	78931501	913099496
[6174]	time[6174]= 2.385877e+03	78929310	913103476
[6175]	time[6175]= 2.386313e+03	78928354	913105183
[6176]	time[6176]= 2.386747e+03	78925428	913108066
[6177]	time[6177]= 2.387182e+03	78923001	913111086
[6178]	time[6178]= 2.387617e+03	78919348	913114385
[6179]	time[6179]= 2.388051e+03	78915771	913117114
[6180]	time[6180]= 2.388486e+03	78912683	913119961
[6181]	time[6181]= 2.388921e+03	78910699	913123353
[6182]	time[6182]= 2.389356e+03	78907594	913126330
[6183]	time[6183]= 2.389791e+03	78905344	913128245
[6184]	time[6184]= 2.390226e+03	78902939	913130249
[6185]	time[6185]= 2.390661e+03	78900379	913132761
[6186]	time[6186]= 2.391096e+03	78897862	913135072
[6187]	time[6187]= 2.391531e+03	78895789	913137582
[6188]	time[6188]= 2.391965e+03	78893371	913139852
[6189]	time[6189]= 2.392400e+03	78890655	913142749
[6190]	time[6190]= 2.392835e+03	78888893	913144595
[6191]	time[6191]= 2.393271e+03	78884947	913148881
[6192]	time[6192]= 2.393706e+03	78882359	913151794
[6193]	time[6193]= 2.394141e+03	78879875	913155050
[6194]	time[6194]= 2.394576e+03	78877772	913158050
[6195]	time[6195]= 2.395011e+03	78875180	913160807
[6196]	time[6196]= 2.395446e+03	78870833	913163696
[6197]	time[6197]= 2.395881e+03	78867717	913166232
[6198]	time[6198]= 2.396316e+03	78864777	913168948
[6199]	time[6199]= 2.396750e+03	78861796	913171208
[6200]	time[6200]= 2.397185e+03	78858487	913174847
[6201]	time[6201]= 2.397620e+03	78855078	913177192
[6202]	time[6202]= 2.398056e+03	78851564	913180343
[6203]	time[6203]= 2.398490e+03	78849224	913183720
[6204]	time[6204]= 2.398926e+03	78848125	913185868
[6205]	time[6205]= 2.399360e+03	78845101	913189788
[6206]	time[6206]= 2.399795e+03	78843089	913191534
[6207]	time[6207]= 2.400231e+03	78840672	913192872
[6208]	time[6208]= 2.400666e+03	78838069	913196159
[6209]	time[6209]= 2.401101e+03	78835827	913199408
[6210]	time[6210]= 2.401535e+03	78832078	913202533
[6211]	time[6211]= 2.401970e+03	78828695	913205802
[6212]	time[6212]= 2.402405e+03	78827122	913208117
[6213]	time[6213]= 2.402840e+03	78823781	913211386
[6214]	time[6214]= 2.403275e+03	78820546	913214559
[6215]	time[6215]= 2.403710e+03	78816400	913217323
[6216]	time[6216]= 2.404145e+03	78812803	913221040
[6217]	time[6217]= 2.404579e+03	78810110	913222883
[6218]	time[6218]= 2.405015e+03	78807274	913226498
[6219]	time[6219]= 2.405450e+03	78804663	913228992
[6220]	time[6220]= 2.405885e+03	78801624	913232074
[6221]	time[6221]= 2.406320e+03	78797686	913234649
[6222]	time[6222]= 2.406756e+03	78793873	913238606
[6223]	time[6223]= 2.407192e+03	78791235	913241714
[6224]	time[6224]= 2.407628e+03	78787518	913244912
[6225]	time[6225]= 2.408063e+03	78785801	913248785
[6226]	time[6226]= 2.408497e+03	78783834	913251453
[6227]	time[6227]= 2.408933e+03	78781935	913254290
[6228]	time[6228]= 2.409368e+03	78780902	913257601
[6229]	time[6229]= 2.409805e+03	78777283	913262168
[6230]	time[6230]= 2.410240e+03	78775021	913264767
[6231]	time[6231]= 2.410675e+03	78773833	913267725
[6232]	time[6232]= 2.411110e+03	78772482	913270210
[6233]	time[6233]= 2.411546e+03	78769448	913273019
[6234]	time[6234]= 2.411982e+03	78767200	913275774
[6235]	time[6235]= 2.412418e+03	78764970	913277229
[6236]	time[6236]= 2.412853e+03	78762799	913281177
[6237]	time[6237]= 2.413289e+03	78758670	913284541
[6238]	time[6238]= 2.413725e+03	78755872	913285907
[6239]	time[6239]= 2.414160e+03	78752116	913289151
[6240]	time[6240]= 2.414596e+03	78749356	913290836
[6241]	time[6241]= 2.415031e+03	78745989	913293706
[6242]	time[6242]= 2.415467e+03	78743598	913295412
[6243]	time[6243]= 2.415903e+03	78739300	913298981
[6244]	time[6244]= 2.416339e+03	78735002	913303002
[6245]	time[6245]= 2.416775e+03	78733168	913307092
[6246]	time[6246]= 2.417211e+03	78729337	913311402
[6247]	time[6247]= 2.417646e+03	78727063	913314351
[6248]	time[6248]= 2.418082e+03	78725724	913316634
[6249]	time[6249]= 2.418517e+03	78723507	913319851
[6250]	time[6250]= 2.418953e+03	78720806	913321641
[6251]	time[6251]= 2.419387e+03	78717135	913324965
[6252]	time[6252]= 2.419823e+03	78713938	913329454
[6253]	time[6253]= 2.420260e+03	78710932	913332936
[6254]	time[6254]= 2.420696e+03	78708631	913335884
[6255]	time[6255]= 2.421132e+03	78705017	913340538
[6256]	time[6256]= 2.421569e+03	78703208	913343559
[6257]	time[6257]= 2.422005e+03	78701209	913346277
[6258]	time[6258]= 2.422441e+03	78697776	913350844
[6259]	time[6259]= 2.422877e+03	78695153	913354302
[6260]	time[6260]= 2.423313e+03	78691686	913357791
[6261]	time[6261]= 2.423749e+03	78688761	913361507
[6262]	time[6262]= 2.424186e+03	78686405	913365059
[6263]	time[6263]= 2.424622e+03	78682970	913369951
[6264]	time[6264]= 2.425058e+03	78679324	913371880
[6265]	time[6265]= 2.425495e+03	78677873	913374549
[6266]	time[6266]= 2.425930e+03	78673444	913376989
[6267]	time[6267]= 2.426367e+03	78670709	913379821
[6268]	time[6268]= 2.426802e+03	78668618	913381874
[6269]	time[6269]= 2.427238e+03	78665836	913385752
[6270]	time[6270]= 2.427674e+03	78663478	913388863
[6271]	time[6271]= 2.428111e+03	78662070	913391516
[6272]	time[6272]= 2.428547e+03	78659318	913394392
[6273]	time[6273]= 2.428983e+03	78657730	913396672
[6274]	time[6274]= 2.429419e+03	78654900	913399666
[6275]	time[6275]= 2.429855e+03	78653430	913402340
[6276]	time[6276]= 2.430291e+03	78650457	913405136
[6277]	time[6277]= 2.430728e+03	78647646	913408286
[6278]	time[6278]= 2.431164e+03	78644668	913412204
[6279]	time[6279]= 2.431599e+03	78641728	913414993
[6280]	time[6280]= 2.432036e+03	78639418	913417715
[6281]	time[6281]= 2.432472e+03	78637196	913421507
[6282]	time[6282]= 2.432908e+03	78634736	913424178
[6283]	time[6283]= 2.433344e+03	78632518	913426269
[6284]	time[6284]= 2.433780e+03	78630574	913428135
[6285]	time[6285]= 2.434217e+03	78628575	913430638
[6286]	time[6286]= 2.434653e+03	78625917	913433175
[6287]	time[6287]= 2.435090e+03	78622496	913437336
[6288]	time[6288]= 2.435526e+03	78619727	913439873
[6289]	time[6289]= 2.435963e+03	78617074	913442887
[6290]	time[6290]= 2.436399e+03	78614763	913444870
[6291]	time[6291]= 2.436836e+03	78611312	913448399
[6292]	time[6292]= 2.437272e+03	78607653	913451638
[6293]	time[6293]= 2.437709e+03	78606096	913454457
[6294]	time[6294]= 2.438145e+03	78603113	913458089
[6295]	time[6295]= 2.438581e+03	78599251	913461042
[6296]	time[6296]= 2.439017e+03	78595434	913464460
[6297]	time[6297]= 2.439453e+03	78592454	913468108
[6298]	time[6298]= 2.439889e+03	78589134	913470250
[6299]	time[6299]= 2.440325e+03	78585993	913473429
[6300]	time[6300]= 2.440763e+03	78583217	913476208
[6301]	time[6301]= 2.441198e+03	78580471	913479114
[6302]	time[6302]= 2.441634e+03	78576805	913482171
[6303]	time[6303]= 2.442071e+03	78573589	913485948
[6304]	time[6304]= 2.442507e+03	78570587	913489489
[6305]	time[6305]= 2.442944e+03	78568959	913492789
[6306]	time[6306]= 2.443382e+03	78566308	913496515
[6307]	time[6307]= 2.443818e+03	78562180	913501058
[6308]	time[6308]= 2.444255e+03	78558007	913505311
[6309]	time[6309]= 2.444691e+03	78555632	913507286
[6310]	time[6310]= 2.445128e+03	78553200	913510755
[6311]	time[6311]= 2.445564e+03	78550842	913513242
[6312]	time[6312]= 2.446000e+03	78548111	913516843
[6313]	time[6313]= 2.446436e+03	78545939	913519794
[6314]	time[6314]= 2.446873e+03	78542709	913522936
[6315]	time[6315]= 2.447309e+03	78538958	913527090
[6316]	time[6316]= 2.447746e+03	78537269	913529564
[6317]	time[6317]= 2.448183e+03	78533687	913533799
[6318]	time[6318]= 2.448620e+03	78530353	913536882
[6319]	time[6319]= 2.449057e+03	78526770	913540602
[6320]	time[6320]= 2.449494e+03	78523735	913542338
[6321]	time[6321]= 2.449931e+03	78521464	913545185
[6322]	time[6322]= 2.450369e+03	78518372	913549278
[6323]	time[6323]= 2.450805e+03	78514904	913553980
[6324]	time[6324]= 2.451243e+03	78511583	913558055
[6325]	time[6325]= 2.451680e+03	78508222	913561069
[6326]	time[6326]= 2.452117e+03	78505757	913563761
[6327]	time[6327]= 2.452553e+03	78503457	913565303
[6328]	time[6328]= 2.452991e+03	78501209	913567188
[6329]	time[6329]= 2.453428e+03	78497785	913571217
[6330]	time[6330]= 2.453866e+03	78494097	913574799
[6331]	time[6331]= 2.454302e+03	78491573	913577136
[6332]	time[6332]= 2.454738e+03	78488211	913580261
[6333]	time[6333]= 2.455176e+03	78485566	913583240
[6334]	time[6334]= 2.455613e+03	78483197	913584957
[6335]	time[6335]= 2.456049e+03	78480379	913588183
[6336]	time[6336]= 2.456486e+03	78478094	913590897
[6337]	time[6337]= 2.456924e+03	78476378	913593222
[6338]	time[6338]= 2.457361e+03	78472840	913594815
[6339]	time[6339]= 2.457798e+03	78469390	913597494
[6340]	time[6340]= 2.458235e+03	78467847	913600716
[6341]	time[6341]= 2.458673e+03	78465272	913602744
[6342]	time[6342]= 2.459110e+03	78462857	913605649
[6343]	time[6343]= 2.459546e+03	78458778	913609041
[6344]	time[6344]= 2.459982e+03	78455023	913613155
[6345]	time[6345]= 2.460419e+03	78452559	913616435
[6346]	time[6346]= 2.460856e+03	78450732	913620063
[6347]	time[6347]= 2.461293e+03	78447458	913622852
[6348]	time[6348]= 2.461731e+03	78445353	913626415
[6349]	time[6349]= 2.462169e+03	78442716	913629466
[6350]	time[6350]= 2.462606e+03	78439142	913633731
[6351]	time[6351]= 2.463043e+03	78437276	913635722
[6352]	time[6352]= 2.463481e+03	78435399	913638722
[6353]	time[6353]= 2.463918e+03	78433092	913642274
[6354]	time[6354]= 2.464355e+03	78430319	913644982
[6355]	time[6355]= 2.464793e+03	78427749	913648235
[6356]	time[6356]= 2.465230e+03	78424810	913651722
[6357]	time[6357]= 2.465668e+03	78421941	913654513
[6358]	time[6358]= 2.466106e+03	78419395	913657655
[6359]	time[6359]= 2.466543e+03	78417319	913659125
[6360]	time[6360]= 2.466981e+03	78414319	913662469
[6361]	time[6361]= 2.467418e+03	78410611	913665071
[6362]	time[6362]= 2.467855e+03	78408301	913669853
[6363]	time[6363]= 2.468292e+03	78404825	913673481
[6364]	time[6364]= 2.468730e+03	78402040	913676061
[6365]	time[6365]= 2.469167e+03	78398909	913679225
[6366]	time[6366]= 2.469604e+03	78395750	913682918
[6367]	time[6367]= 2.470042e+03	78392689	913685737
[6368]	time[6368]= 2.470478e+03	78389797	913688335
[6369]	time[6369]= 2.470916e+03	78388332	913690918
[6370]	time[6370]= 2.471354e+03	78384777	913694389
[6371]	time[6371]= 2.471791e+03	78382129	913697319
[6372]	time[6372]= 2.472229e+03	78379882	913699647
[6373]	time[6373]= 2.472667e+03	78375731	913702906
[6374]	time[6374]= 2.473105e+03	78371798	913707794
[6375]	time[6375]= 2.473542e+03	78369646	913710369
[6376]	time[6376]= 2.473980e+03	78366231	913712450
[6377]	time[6377]= 2.474417e+03	78362867	913716273
[6378]	time[6378]= 2.474856e+03	78360510	913719806
[6379]	time[6379]= 2.475294e+03	78358820	913724246
[6380]	time[6380]= 2.475732e+03	78356232	913727965
[6381]	time[6381]= 2.476170e+03	78354793	913731245
[6382]	time[6382]= 2.476608e+03	78351196	913735139
[6383]	time[6383]= 2.477045e+03	78349921	913738197
[6384]	time[6384]= 2.477483e+03	78346957	913740653
[6385]	time[6385]= 2.477921e+03	78343652	913743551
[6386]	time[6386]= 2.478359e+03	78341294	913745944
[6387]	time[6387]= 2.478797e+03	78338943	913748020
[6388]	time[6388]= 2.479234e+03	78335126	913752994
[6389]	time[6389]= 2.479673e+03	78332217	913755227
[6390]	time[6390]= 2.480110e+03	78329384	913758649
[6391]	time[6391]= 2.480548e+03	78327178	913762190
[6392]	time[6392]= 2.480986e+03	78323058	913765413
[6393]	time[6393]= 2.481424e+03	78319413	913767355
[6394]	time[6394]= 2.481862e+03	78315053	913769638
[6395]	time[6395]= 2.482300e+03	78312050	913773338
[6396]	time[6396]= 2.482738e+03	78309737	913776445
[6397]	time[6397]= 2.483177e+03	78306914	913779368
[6398]	time[6398]= 2.483615e+03	78303057	913783682
[6399]	time[6399]= 2.484053e+03	78299912	913786321
[6400]	time[6400]= 2.484491e+03	78297034	913791031
[6401]	time[6401]= 2.484929e+03	78293951	913792791
[6402]	time[6402]= 2.485367e+03	78292282	913794881
[6403]	time[6403]= 2.485805e+03	78290247	913797367
[6404]	time[6404]= 2.486243e+03	78286691	913801236
[6405]	time[6405]= 2.486680e+03	78284104	913804634
[6406]	time[6406]= 2.487119e+03	78281257	913808527
[6407]	time[6407]= 2.487557e+03	78277596	913812037
[6408]	time[6408]= 2.487995e+03	78274939	913816318
[6409]	time[6409]= 2.488433e+03	78272909	913819776
[6410]	time[6410]= 2.488872e+03	78269960	913822933
[6411]	time[6411]= 2.489310e+03	78268419	913825715
[6412]	time[6412]= 2.489749e+03	78265071	913829089
[6413]	time[6413]= 2.490188e+03	78260141	913833796
[6414]	time[6414]= 2.490626e+03	78257749	913836847
[6415]	time[6415]= 2.491064e+03	78254967	913840461
[6416]	time[6416]= 2.491503e+03	78251900	913843784
[6417]	time[6417]= 2.491942e+03	78249519	913845738
[6418]	time[6418]= 2.492380e+03	78246783	913848278
[6419]	time[6419]= 2.492819e+03	78245231	913851025
[6420]	time[6420]= 2.493257e+03	78242046	913853689
[6421]	time[6421]= 2.493695e+03	78239545	913857018
[6422]	time[6422]= 2.494134e+03	78238031	913859917
[6423]	time[6423]= 2.494572e+03	78235981	913863119
[6424]	time[6424]= 2.495011e+03	78233438	913864818
[6425]	time[6425]= 2.495450e+03	78229774	913867793
[6426]	time[6426]= 2.495889e+03	78226677	913870411
[6427]	time[6427]= 2.496328e+03	78223539	913872941
[6428]	time[6428]= 2.496767e+03	78220813	913874518
[6429]	time[6429]= 2.497205e+03	78216709	913877942
[6430]	time[6430]= 2.497644e+03	78214089	913880995
[6431]	time[6431]= 2.498083e+03	78209688	913885045
[6432]	time[6432]= 2.498521e+03	78207842	913888317
[6433]	time[6433]= 2.498960e+03	78204898	913890745
[6434]	time[6434]= 2.499399e+03	78202138	913893441
[6435]	time[6435]= 2.499838e+03	78198898	913896290
[6436]	time[6436]= 2.500276e+03	78195803	913899563
[6437]	time[6437]= 2.500714e+03	78192974	913903200
[6438]	time[6438]= 2.501152e+03	78189613	913907607
[6439]	time[6439]= 2.501591e+03	78184144	913911335
[6440]	time[6440]= 2.502029e+03	78179899	913916253
[6441]	time[6441]= 2.502468e+03	78177614	913919134
[6442]	time[6442]= 2.502906e+03	78175619	913921626
[6443]	time[6443]= 2.503345e+03	78172723	913925124
[6444]	time[6444]= 2.503785e+03	78169927	913929092
[6445]	time[6445]= 2.504224e+03	78167186	913931287
[6446]	time[6446]= 2.504663e+03	78165212	913934719
[6447]	time[6447]= 2.505101e+03	78162602	913939944
[6448]	time[6448]= 2.505540e+03	78159752	913943630
[6449]	time[6449]= 2.505979e+03	78157357	913947588
[6450]	time[6450]= 2.506418e+03	78153218	913951784
[6451]	time[6451]= 2.506857e+03	78149740	913956501
[6452]	time[6452]= 2.507296e+03	78146821	913958680
[6453]	time[6453]= 2.507735e+03	78142036	913963705
[6454]	time[6454]= 2.508174e+03	78139176	913966688
[6455]	time[6455]= 2.508612e+03	78136333	913970741
[6456]	time[6456]= 2.509051e+03	78133276	913973190
[6457]	time[6457]= 2.509490e+03	78129764	913976292
[6458]	time[6458]= 2.509930e+03	78127337	913979545
[6459]	time[6459]= 2.510369e+03	78123624	913983787
[6460]	time[6460]= 2.510808e+03	78120954	913987326
[6461]	time[6461]= 2.511247e+03	78118634	913991345
[6462]	time[6462]= 2.511686e+03	78115687	913994250
