Generations	Time	GTA+	GTA-
[6463]	time[6463]= 2.512125e+03	78112374	913997112
[6464]	time[6464]= 2.512564e+03	78110057	914001332
[6465]	time[6465]= 2.513004e+03	78107317	914004281
[6466]	time[6466]= 2.513444e+03	78104165	914006920
[6467]	time[6467]= 2.513883e+03	78101418	914009992
[6468]	time[6468]= 2.514323e+03	78098800	914013265
[6469]	time[6469]= 2.514762e+03	78096487	914015985
[6470]	time[6470]= 2.515201e+03	78092149	914019061
[6471]	time[6471]= 2.515640e+03	78089410	914021278
[6472]	time[6472]= 2.516080e+03	78086810	914024224
[6473]	time[6473]= 2.516519e+03	78083127	914027221
[6474]	time[6474]= 2.516959e+03	78078759	914030162
[6475]	time[6475]= 2.517397e+03	78075919	914032894
[6476]	time[6476]= 2.517837e+03	78072540	914036989
[6477]	time[6477]= 2.518277e+03	78068513	914041003
[6478]	time[6478]= 2.518715e+03	78065706	914042423
[6479]	time[6479]= 2.519154e+03	78063417	914045570
[6480]	time[6480]= 2.519594e+03	78060138	914048365
[6481]	time[6481]= 2.520034e+03	78057453	914051419
[6482]	time[6482]= 2.520473e+03	78054355	914054745
[6483]	time[6483]= 2.520912e+03	78049771	914059858
[6484]	time[6484]= 2.521352e+03	78046714	914063836
[6485]	time[6485]= 2.521792e+03	78042473	914067988
[6486]	time[6486]= 2.522231e+03	78038886	914070844
[6487]	time[6487]= 2.522671e+03	78036472	914073274
[6488]	time[6488]= 2.523111e+03	78031739	914077657
[6489]	time[6489]= 2.523551e+03	78028322	914082329
[6490]	time[6490]= 2.523990e+03	78024975	914086243
[6491]	time[6491]= 2.524430e+03	78022660	914089452
[6492]	time[6492]= 2.524870e+03	78020374	914092913
[6493]	time[6493]= 2.525309e+03	78018108	914096265
[6494]	time[6494]= 2.525748e+03	78016289	914098930
[6495]	time[6495]= 2.526188e+03	78013400	914102474
[6496]	time[6496]= 2.526629e+03	78010042	914106426
[6497]	time[6497]= 2.527069e+03	78007591	914109272
[6498]	time[6498]= 2.527509e+03	78005403	914111550
[6499]	time[6499]= 2.527949e+03	78003799	914112607
[6500]	time[6500]= 2.528389e+03	77999653	914116741
[6501]	time[6501]= 2.528828e+03	77996443	914120793
[6502]	time[6502]= 2.529268e+03	77993676	914123198
[6503]	time[6503]= 2.529707e+03	77990675	914127533
[6504]	time[6504]= 2.530147e+03	77986353	914131206
[6505]	time[6505]= 2.530587e+03	77983746	914133503
[6506]	time[6506]= 2.531027e+03	77980972	914137883
[6507]	time[6507]= 2.531465e+03	77977566	914142025
[6508]	time[6508]= 2.531905e+03	77973932	914145345
[6509]	time[6509]= 2.532346e+03	77971088	914148834
[6510]	time[6510]= 2.532785e+03	77968443	914151568
[6511]	time[6511]= 2.533224e+03	77964903	914154834
[6512]	time[6512]= 2.533665e+03	77962817	914158295
[6513]	time[6513]= 2.534105e+03	77959648	914163598
[6514]	time[6514]= 2.534545e+03	77955802	914166887
[6515]	time[6515]= 2.534984e+03	77953589	914169742
[6516]	time[6516]= 2.535425e+03	77951940	914171891
[6517]	time[6517]= 2.535865e+03	77948655	914175600
[6518]	time[6518]= 2.536305e+03	77945676	914178908
[6519]	time[6519]= 2.536745e+03	77943604	914181924
[6520]	time[6520]= 2.537185e+03	77940475	914184960
[6521]	time[6521]= 2.537625e+03	77937429	914188101
[6522]	time[6522]= 2.538065e+03	77935074	914191053
[6523]	time[6523]= 2.538505e+03	77931070	914195627
[6524]	time[6524]= 2.538945e+03	77927360	914199236
[6525]	time[6525]= 2.539385e+03	77924514	914202020
[6526]	time[6526]= 2.539825e+03	77921241	914206678
[6527]	time[6527]= 2.540266e+03	77918353	914209720
[6528]	time[6528]= 2.540706e+03	77915642	914213248
[6529]	time[6529]= 2.541146e+03	77914211	914216203
[6530]	time[6530]= 2.541587e+03	77912096	914218632
[6531]	time[6531]= 2.542027e+03	77908796	914221019
[6532]	time[6532]= 2.542466e+03	77906035	914224845
[6533]	time[6533]= 2.542907e+03	77902809	914227805
[6534]	time[6534]= 2.543347e+03	77898859	914231072
[6535]	time[6535]= 2.543788e+03	77895635	914235313
[6536]	time[6536]= 2.544228e+03	77893578	914239507
[6537]	time[6537]= 2.544668e+03	77890625	914242302
[6538]	time[6538]= 2.545109e+03	77888423	914243405
[6539]	time[6539]= 2.545549e+03	77886085	914246713
[6540]	time[6540]= 2.545990e+03	77882469	914249765
[6541]	time[6541]= 2.546431e+03	77878728	914252605
[6542]	time[6542]= 2.546871e+03	77876295	914254883
[6543]	time[6543]= 2.547312e+03	77873721	914257249
[6544]	time[6544]= 2.547753e+03	77871743	914260135
[6545]	time[6545]= 2.548193e+03	77868799	914262996
[6546]	time[6546]= 2.548633e+03	77865124	914267558
[6547]	time[6547]= 2.549073e+03	77861790	914271637
[6548]	time[6548]= 2.549514e+03	77858645	914274413
[6549]	time[6549]= 2.549954e+03	77857776	914276331
[6550]	time[6550]= 2.550395e+03	77854566	914281649
[6551]	time[6551]= 2.550835e+03	77852309	914285810
[6552]	time[6552]= 2.551276e+03	77849528	914287688
[6553]	time[6553]= 2.551717e+03	77845652	914290812
[6554]	time[6554]= 2.552157e+03	77843641	914293769
[6555]	time[6555]= 2.552598e+03	77841064	914297574
[6556]	time[6556]= 2.553039e+03	77838500	914300952
[6557]	time[6557]= 2.553480e+03	77836440	914304424
[6558]	time[6558]= 2.553921e+03	77833500	914307583
[6559]	time[6559]= 2.554361e+03	77830986	914311617
[6560]	time[6560]= 2.554803e+03	77827512	914314653
[6561]	time[6561]= 2.555243e+03	77824808	914317092
[6562]	time[6562]= 2.555684e+03	77820746	914320844
[6563]	time[6563]= 2.556125e+03	77817488	914324292
[6564]	time[6564]= 2.556567e+03	77815598	914326859
[6565]	time[6565]= 2.557008e+03	77810915	914330622
[6566]	time[6566]= 2.557449e+03	77809462	914332807
[6567]	time[6567]= 2.557890e+03	77805102	914336857
[6568]	time[6568]= 2.558331e+03	77800943	914340909
[6569]	time[6569]= 2.558771e+03	77799630	914344169
[6570]	time[6570]= 2.559212e+03	77797909	914346230
[6571]	time[6571]= 2.559652e+03	77795614	914348591
[6572]	time[6572]= 2.560094e+03	77793381	914351053
[6573]	time[6573]= 2.560535e+03	77789923	914354633
[6574]	time[6574]= 2.560976e+03	77787027	914357433
[6575]	time[6575]= 2.561417e+03	77784482	914359711
[6576]	time[6576]= 2.561857e+03	77780735	914363445
[6577]	time[6577]= 2.562298e+03	77779087	914365631
[6578]	time[6578]= 2.562739e+03	77774501	914370469
[6579]	time[6579]= 2.563179e+03	77772842	914371401
[6580]	time[6580]= 2.563620e+03	77770107	914373775
[6581]	time[6581]= 2.564061e+03	77767497	914377830
[6582]	time[6582]= 2.564502e+03	77765196	914379825
[6583]	time[6583]= 2.564943e+03	77762552	914384241
[6584]	time[6584]= 2.565384e+03	77759553	914388152
[6585]	time[6585]= 2.565825e+03	77757480	914390657
[6586]	time[6586]= 2.566267e+03	77756092	914392134
[6587]	time[6587]= 2.566707e+03	77752556	914396095
[6588]	time[6588]= 2.567149e+03	77748351	914399468
[6589]	time[6589]= 2.567590e+03	77744938	914403544
[6590]	time[6590]= 2.568031e+03	77742336	914406788
[6591]	time[6591]= 2.568471e+03	77741060	914408872
[6592]	time[6592]= 2.568911e+03	77737761	914412536
[6593]	time[6593]= 2.569353e+03	77736059	914414543
[6594]	time[6594]= 2.569794e+03	77734904	914417199
[6595]	time[6595]= 2.570235e+03	77731635	914419307
[6596]	time[6596]= 2.570676e+03	77727158	914423384
[6597]	time[6597]= 2.571117e+03	77724451	914426668
[6598]	time[6598]= 2.571558e+03	77721907	914428895
[6599]	time[6599]= 2.571999e+03	77718683	914432822
[6600]	time[6600]= 2.572441e+03	77716102	914436103
[6601]	time[6601]= 2.572883e+03	77713776	914438235
[6602]	time[6602]= 2.573324e+03	77710856	914441245
[6603]	time[6603]= 2.573766e+03	77708961	914443700
[6604]	time[6604]= 2.574208e+03	77705580	914447076
[6605]	time[6605]= 2.574649e+03	77701391	914449639
[6606]	time[6606]= 2.575090e+03	77698846	914452502
[6607]	time[6607]= 2.575531e+03	77696416	914454929
[6608]	time[6608]= 2.575972e+03	77692542	914457502
[6609]	time[6609]= 2.576413e+03	77689187	914460472
[6610]	time[6610]= 2.576855e+03	77687294	914463219
[6611]	time[6611]= 2.577296e+03	77686242	914466086
[6612]	time[6612]= 2.577737e+03	77683933	914469145
[6613]	time[6613]= 2.578178e+03	77680829	914472871
[6614]	time[6614]= 2.578619e+03	77679131	914474597
[6615]	time[6615]= 2.579061e+03	77676777	914478952
[6616]	time[6616]= 2.579502e+03	77674416	914482079
[6617]	time[6617]= 2.579944e+03	77670943	914485081
[6618]	time[6618]= 2.580385e+03	77667997	914487579
[6619]	time[6619]= 2.580827e+03	77664545	914490438
[6620]	time[6620]= 2.581269e+03	77662703	914493044
[6621]	time[6621]= 2.581711e+03	77659469	914496214
[6622]	time[6622]= 2.582153e+03	77656773	914500413
[6623]	time[6623]= 2.582595e+03	77652751	914503604
[6624]	time[6624]= 2.583037e+03	77649591	914506812
[6625]	time[6625]= 2.583478e+03	77646738	914510440
[6626]	time[6626]= 2.583920e+03	77643824	914512768
[6627]	time[6627]= 2.584362e+03	77639118	914517165
[6628]	time[6628]= 2.584803e+03	77636552	914520272
[6629]	time[6629]= 2.585245e+03	77632437	914524433
[6630]	time[6630]= 2.585686e+03	77630284	914528414
[6631]	time[6631]= 2.586128e+03	77627474	914530430
[6632]	time[6632]= 2.586569e+03	77624873	914533075
[6633]	time[6633]= 2.587010e+03	77622384	914535083
[6634]	time[6634]= 2.587453e+03	77618234	914539971
[6635]	time[6635]= 2.587895e+03	77616295	914542247
[6636]	time[6636]= 2.588337e+03	77612645	914546190
[6637]	time[6637]= 2.588779e+03	77609745	914549538
[6638]	time[6638]= 2.589221e+03	77608250	914551085
[6639]	time[6639]= 2.589663e+03	77605421	914553155
[6640]	time[6640]= 2.590105e+03	77602733	914556615
[6641]	time[6641]= 2.590547e+03	77600703	914559052
[6642]	time[6642]= 2.590989e+03	77597151	914561913
[6643]	time[6643]= 2.591431e+03	77594596	914564418
[6644]	time[6644]= 2.591873e+03	77590472	914568478
[6645]	time[6645]= 2.592315e+03	77585858	914573639
[6646]	time[6646]= 2.592757e+03	77582557	914576757
[6647]	time[6647]= 2.593199e+03	77580267	914580017
[6648]	time[6648]= 2.593641e+03	77577269	914584193
[6649]	time[6649]= 2.594082e+03	77573007	914588416
[6650]	time[6650]= 2.594524e+03	77569085	914592173
[6651]	time[6651]= 2.594966e+03	77566275	914595691
[6652]	time[6652]= 2.595408e+03	77564518	914598565
[6653]	time[6653]= 2.595851e+03	77560670	914602030
[6654]	time[6654]= 2.596293e+03	77557337	914605500
[6655]	time[6655]= 2.596735e+03	77554034	914609105
[6656]	time[6656]= 2.597177e+03	77550967	914611806
[6657]	time[6657]= 2.597619e+03	77548033	914615258
[6658]	time[6658]= 2.598061e+03	77545879	914617996
[6659]	time[6659]= 2.598504e+03	77542416	914620909
[6660]	time[6660]= 2.598945e+03	77539355	914623760
[6661]	time[6661]= 2.599388e+03	77536363	914625878
[6662]	time[6662]= 2.599830e+03	77532587	914630196
[6663]	time[6663]= 2.600272e+03	77528668	914632824
[6664]	time[6664]= 2.600714e+03	77525472	914635978
[6665]	time[6665]= 2.601156e+03	77524294	914638164
[6666]	time[6666]= 2.601599e+03	77522855	914641398
[6667]	time[6667]= 2.602041e+03	77519060	914645055
[6668]	time[6668]= 2.602484e+03	77517714	914647949
[6669]	time[6669]= 2.602926e+03	77516204	914650591
[6670]	time[6670]= 2.603368e+03	77514310	914653671
[6671]	time[6671]= 2.603811e+03	77510971	914656093
[6672]	time[6672]= 2.604253e+03	77508939	914658572
[6673]	time[6673]= 2.604695e+03	77505021	914662212
[6674]	time[6674]= 2.605137e+03	77501531	914666353
[6675]	time[6675]= 2.605580e+03	77499324	914670340
[6676]	time[6676]= 2.606022e+03	77496149	914673938
[6677]	time[6677]= 2.606464e+03	77493850	914676901
[6678]	time[6678]= 2.606907e+03	77490978	914679522
[6679]	time[6679]= 2.607348e+03	77487699	914683512
[6680]	time[6680]= 2.607791e+03	77483793	914687242
[6681]	time[6681]= 2.608234e+03	77482238	914688529
[6682]	time[6682]= 2.608676e+03	77479444	914690628
[6683]	time[6683]= 2.609119e+03	77475259	914695253
[6684]	time[6684]= 2.609562e+03	77472843	914698028
[6685]	time[6685]= 2.610004e+03	77470646	914700407
[6686]	time[6686]= 2.610447e+03	77466592	914703154
[6687]	time[6687]= 2.610890e+03	77465087	914706372
[6688]	time[6688]= 2.611332e+03	77463205	914707893
[6689]	time[6689]= 2.611774e+03	77460956	914711556
[6690]	time[6690]= 2.612218e+03	77457101	914715817
[6691]	time[6691]= 2.612660e+03	77454194	914719349
[6692]	time[6692]= 2.613102e+03	77452588	914721626
[6693]	time[6693]= 2.613546e+03	77449129	914724061
[6694]	time[6694]= 2.613987e+03	77447607	914726372
[6695]	time[6695]= 2.614430e+03	77444776	914730413
[6696]	time[6696]= 2.614872e+03	77441390	914733062
[6697]	time[6697]= 2.615314e+03	77438588	914735932
[6698]	time[6698]= 2.615757e+03	77436207	914738360
[6699]	time[6699]= 2.616200e+03	77434614	914741646
[6700]	time[6700]= 2.616643e+03	77431440	914745127
[6701]	time[6701]= 2.617086e+03	77428244	914749454
[6702]	time[6702]= 2.617529e+03	77424482	914753205
[6703]	time[6703]= 2.617972e+03	77421931	914756349
[6704]	time[6704]= 2.618414e+03	77418743	914759963
[6705]	time[6705]= 2.618859e+03	77415594	914763442
[6706]	time[6706]= 2.619301e+03	77411908	914768211
[6707]	time[6707]= 2.619743e+03	77409523	914771771
[6708]	time[6708]= 2.620186e+03	77407483	914774422
[6709]	time[6709]= 2.620630e+03	77404026	914778416
[6710]	time[6710]= 2.621073e+03	77402909	914781227
[6711]	time[6711]= 2.621516e+03	77400048	914784077
[6712]	time[6712]= 2.621959e+03	77396876	914786308
[6713]	time[6713]= 2.622402e+03	77393730	914789404
[6714]	time[6714]= 2.622846e+03	77390413	914791957
[6715]	time[6715]= 2.623289e+03	77386897	914796123
[6716]	time[6716]= 2.623732e+03	77384748	914798704
[6717]	time[6717]= 2.624175e+03	77383005	914800911
[6718]	time[6718]= 2.624618e+03	77380473	914803799
[6719]	time[6719]= 2.625061e+03	77378423	914805852
[6720]	time[6720]= 2.625505e+03	77376131	914808204
[6721]	time[6721]= 2.625948e+03	77373673	914811702
[6722]	time[6722]= 2.626391e+03	77370060	914815979
[6723]	time[6723]= 2.626835e+03	77366947	914819942
[6724]	time[6724]= 2.627278e+03	77365279	914821887
[6725]	time[6725]= 2.627721e+03	77361630	914824838
[6726]	time[6726]= 2.628164e+03	77359945	914828515
[6727]	time[6727]= 2.628607e+03	77356987	914831434
[6728]	time[6728]= 2.629051e+03	77355736	914834445
[6729]	time[6729]= 2.629494e+03	77353203	914837227
[6730]	time[6730]= 2.629939e+03	77348774	914841064
[6731]	time[6731]= 2.630382e+03	77346111	914843936
[6732]	time[6732]= 2.630825e+03	77343246	914846949
[6733]	time[6733]= 2.631268e+03	77340061	914849981
[6734]	time[6734]= 2.631711e+03	77337032	914852660
[6735]	time[6735]= 2.632155e+03	77333620	914855547
[6736]	time[6736]= 2.632598e+03	77332868	914857938
[6737]	time[6737]= 2.633042e+03	77329419	914861151
[6738]	time[6738]= 2.633486e+03	77324528	914864206
[6739]	time[6739]= 2.633929e+03	77322161	914867823
[6740]	time[6740]= 2.634373e+03	77319825	914870311
[6741]	time[6741]= 2.634816e+03	77315607	914873344
[6742]	time[6742]= 2.635259e+03	77311432	914877010
[6743]	time[6743]= 2.635703e+03	77308675	914879879
[6744]	time[6744]= 2.636146e+03	77306291	914882524
[6745]	time[6745]= 2.636590e+03	77303125	914885625
[6746]	time[6746]= 2.637034e+03	77299176	914888774
[6747]	time[6747]= 2.637477e+03	77297800	914890239
[6748]	time[6748]= 2.637920e+03	77296703	914892993
[6749]	time[6749]= 2.638364e+03	77293370	914896105
[6750]	time[6750]= 2.638808e+03	77290742	914899802
[6751]	time[6751]= 2.639252e+03	77288551	914903270
[6752]	time[6752]= 2.639694e+03	77285089	914907259
[6753]	time[6753]= 2.640138e+03	77281387	914910527
[6754]	time[6754]= 2.640582e+03	77277824	914915596
[6755]	time[6755]= 2.641026e+03	77275101	914918460
[6756]	time[6756]= 2.641469e+03	77273208	914921050
[6757]	time[6757]= 2.641913e+03	77270129	914924053
[6758]	time[6758]= 2.642357e+03	77267403	914927580
[6759]	time[6759]= 2.642801e+03	77265626	914929909
[6760]	time[6760]= 2.643245e+03	77262977	914933342
[6761]	time[6761]= 2.643689e+03	77257923	914937964
[6762]	time[6762]= 2.644133e+03	77255649	914940572
[6763]	time[6763]= 2.644576e+03	77252727	914944561
[6764]	time[6764]= 2.645021e+03	77248932	914948525
[6765]	time[6765]= 2.645464e+03	77245930	914951917
[6766]	time[6766]= 2.645908e+03	77242961	914954742
[6767]	time[6767]= 2.646352e+03	77239650	914958013
[6768]	time[6768]= 2.646796e+03	77236320	914962835
[6769]	time[6769]= 2.647239e+03	77233159	914965919
[6770]	time[6770]= 2.647684e+03	77229820	914967687
[6771]	time[6771]= 2.648127e+03	77228073	914970197
[6772]	time[6772]= 2.648572e+03	77224024	914974720
[6773]	time[6773]= 2.649016e+03	77221793	914977228
[6774]	time[6774]= 2.649460e+03	77217915	914979454
[6775]	time[6775]= 2.649903e+03	77216438	914982511
[6776]	time[6776]= 2.650348e+03	77213882	914986346
[6777]	time[6777]= 2.650792e+03	77211977	914988746
[6778]	time[6778]= 2.651237e+03	77211417	914991262
[6779]	time[6779]= 2.651681e+03	77208651	914994991
[6780]	time[6780]= 2.652125e+03	77206336	914998119
[6781]	time[6781]= 2.652569e+03	77203951	915001422
[6782]	time[6782]= 2.653013e+03	77202523	915003575
[6783]	time[6783]= 2.653457e+03	77200124	915006533
[6784]	time[6784]= 2.653902e+03	77196719	915010499
[6785]	time[6785]= 2.654346e+03	77194466	915012402
[6786]	time[6786]= 2.654790e+03	77190709	915015035
[6787]	time[6787]= 2.655234e+03	77187336	915018413
[6788]	time[6788]= 2.655679e+03	77184259	915022741
[6789]	time[6789]= 2.656122e+03	77181493	915024628
[6790]	time[6790]= 2.656566e+03	77178984	915027458
[6791]	time[6791]= 2.657011e+03	77175778	915030568
[6792]	time[6792]= 2.657456e+03	77173628	915032769
[6793]	time[6793]= 2.657901e+03	77172340	915035051
[6794]	time[6794]= 2.658346e+03	77169029	915038532
[6795]	time[6795]= 2.658790e+03	77165843	915041166
[6796]	time[6796]= 2.659234e+03	77162715	915044129
[6797]	time[6797]= 2.659680e+03	77159740	915046223
[6798]	time[6798]= 2.660125e+03	77157908	915049555
[6799]	time[6799]= 2.660569e+03	77154486	915053033
[6800]	time[6800]= 2.661013e+03	77152307	915056748
[6801]	time[6801]= 2.661457e+03	77149603	915059753
[6802]	time[6802]= 2.661901e+03	77144880	915062534
[6803]	time[6803]= 2.662346e+03	77141385	915066821
[6804]	time[6804]= 2.662791e+03	77139949	915068920
[6805]	time[6805]= 2.663236e+03	77138246	915072054
[6806]	time[6806]= 2.663680e+03	77135360	915075007
[6807]	time[6807]= 2.664126e+03	77132380	915078255
[6808]	time[6808]= 2.664572e+03	77129505	915080621
[6809]	time[6809]= 2.665017e+03	77127064	915082570
[6810]	time[6810]= 2.665461e+03	77124146	915086710
[6811]	time[6811]= 2.665906e+03	77121194	915089559
[6812]	time[6812]= 2.666351e+03	77119818	915091960
[6813]	time[6813]= 2.666795e+03	77116709	915095359
[6814]	time[6814]= 2.667241e+03	77114147	915099276
[6815]	time[6815]= 2.667685e+03	77111840	915102936
[6816]	time[6816]= 2.668130e+03	77109932	915105639
[6817]	time[6817]= 2.668574e+03	77108103	915108056
[6818]	time[6818]= 2.669018e+03	77106233	915111767
[6819]	time[6819]= 2.669462e+03	77104089	915113765
[6820]	time[6820]= 2.669907e+03	77102865	915115630
[6821]	time[6821]= 2.670351e+03	77102006	915117380
[6822]	time[6822]= 2.670795e+03	77097798	915121951
[6823]	time[6823]= 2.671240e+03	77094240	915124812
[6824]	time[6824]= 2.671685e+03	77090763	915127514
[6825]	time[6825]= 2.672131e+03	77087107	915129746
[6826]	time[6826]= 2.672575e+03	77084383	915132063
[6827]	time[6827]= 2.673021e+03	77082712	915133502
[6828]	time[6828]= 2.673465e+03	77078279	915138373
[6829]	time[6829]= 2.673910e+03	77075753	915141593
[6830]	time[6830]= 2.674356e+03	77073437	915143669
[6831]	time[6831]= 2.674800e+03	77071006	915146162
[6832]	time[6832]= 2.675246e+03	77068222	915148399
[6833]	time[6833]= 2.675690e+03	77063961	915152582
[6834]	time[6834]= 2.676135e+03	77060976	915155661
[6835]	time[6835]= 2.676579e+03	77059928	915156983
[6836]	time[6836]= 2.677024e+03	77057720	915159619
[6837]	time[6837]= 2.677469e+03	77055304	915162381
[6838]	time[6838]= 2.677914e+03	77052108	915165062
[6839]	time[6839]= 2.678360e+03	77050298	915169387
[6840]	time[6840]= 2.678805e+03	77047044	915172348
[6841]	time[6841]= 2.679250e+03	77043537	915175208
[6842]	time[6842]= 2.679695e+03	77040603	915176658
[6843]	time[6843]= 2.680139e+03	77037994	915180367
[6844]	time[6844]= 2.680584e+03	77037354	915182397
[6845]	time[6845]= 2.681029e+03	77034689	915185857
[6846]	time[6846]= 2.681475e+03	77032306	915188557
